deal_id,dealname,amount,data_consegna,pipeline_id,dealstage_id,dealtype,description,hs_forecast_probability,hs_deal_stage_probability,art14_trat,campione,pipeline,dealstage
421686394043,25_MAISON Alaïa_shopper,5400.0,2026-02-16,default,closedwon,,"Ciao  a tutti, 
In allegato ACCORDO DI FORNITURA MAISON ALAIA_ QUID per 
300 SHOPPER LAILA BLACK 
NB: STAMPA SOLO UN LATO, non su due. 
Importo totale 5.400,00 euro + Iva 
Accettano 3% 
Consegna ASAP, 15-28 Febbraio, 

A seguire per operatività:
@Alessandra Bertoldi modificare scheda costi e codice prodotto, TOGLIENDO IMPIANTI e METTENDO SOLO UNA STAMPA, non due. 
@Mara Giacomazzi inserire ordine, mandare conferma + Mago + CRM + AVZ 
@Matteo Bonetti sbloccare urgente acquisto tessuto sul pronto da fornitore.
@Alessandra Bertoldi + @Isabella Delledonne sarebbe utile il taglio quanto prima per come richiesto da @Alessandro Ramponi. 
@Alessandro Ramponi e @Angelo Veltri per programmazione e produzione
@Silvia Avesani pack a riempimento colli con polybag protettiva 
@Franco Maestrello spedizioni come extra con ricarico. 

Grazie a tutti per la collaborazione. 

Marco Penazzi

",1,1,,,Pipeline delle vendite,Chiusa/conseguita
428651164906,26_RANA_tovaglioli_feb,5750.0,2026-02-27,default,closedwon,,"Aggiornato a 250 pezzi l’accordo per i TOVAGLIOLI RANA che sale quindi a 250 pezzi.
Già aggiornato anche l’ordine a gestionale.

Ciao a tutti, 
In allegato ACCORDO FORNITURA E CONFERMA ORDINE RANA QUID per 
200 TOVAGLIOLI BEIGE come fornitura precedente, 
Accettano 3% 
Delivery: fine Febbraio per come confermato da produzione. Posticipabile. 
Importo Totale 4600 euro + Iva 
 
A seguire per operatività: 
@Mara Giacomazzi ho già mandato conferma e accordo, completare CRM, AVZ e MAGO 
@Alessandra Bertoldi + @Isabella Delledonne prima di sbloccare acquisti e taglio verificare eventuali giacenze da precedenti forniture 
@Matteo Bonetti per acquisti 
@Alessandro Ramponi e @Angelo Veltri per programmazione e produzione 
@Silvia Avesaninessuna etichetta o pack, multipara a tua discrezione a riempimento colli. 
@Franco Maestrello spedizione come extra con ricarico a destinazione da a bordarsi con @Mara Giacomazzi
 
Grazie a tutti per la collaborazione. 
Marco Penazzi
",1,1,true,,Pipeline delle vendite,Chiusa/conseguita
432215748842,25_KPMG_SHOPPER OVIEDO_30GIU,32700.0,2026-06-30,default,closedwon,,"Ciao a tutti, 
In allegato ACCORDO DI FORNITURA KPMG _ QUID per 
3000 SHOPPER OVIEDO ( 2000 blu con stampa bianca e 1000 bianche con stampa blu) 
Accettano 3% 
Importo totale 32.700,00 + Iva 
Consegna: almeno 500-1000 pezzi nelle due varianti su Marzo e saldo entro Giugno 2026 ( non dopo, anche prima se possibile) 

A seguire per operatività:
@Martina Cagalli + @Matteo Bonetti la scheda del preventivo in allegato è tarata su 500 pezzi, non 3000. 
-Il costo di taglio è eccessivo a mio parere.
-Quello del tessuto abbassabile 
-La stampa, ho già scritto un Wup a Sermax, ma secondo me può abbassare anche della metà… 
Incontratevi e tirate i prezzi prima di inserire scheda definitiva. 
@Manuele Zanoni anche certi tempi secondo me sono eccessivi, se con @Martina Cagalli fate due parole con Alina… 

@Mara Giacomazzi per conferma ordine, PO, CRM; AVZ; MAGO + logistica 
@Martina Cagalli + @Isabella Delledonne per sblocco taglio e kit 
@Matteo Bonetti per acquisti per come sopra 
@Alessandro Ramponi e @Angelo Veltri per programmazione e produzione 
@Silvia Avesani hangtag singolo QUID + pack a riempimento collo suddivise per colore. 
@Franco Maestrello spedizioni come extra con ricarico. 

Grazie a tutti per la collaborazione,. 

Marco Penazzi
",1,1,,,Pipeline delle vendite,Chiusa/conseguita
432360954097,25_Garibaldi Architects_SHOPPER_APR26,4230.0,2026-03-31,default,closedwon,,"Ciao a tutti, 
In allegato ACCORDO DI FORNITURA GARIDALDI ARCHITECTS QUID per 
300 SHopper stampate F/R
Importo Totale 4230,00 
Consegna a 4 settimane da arrivo tessuto, quindi su Marzo/Aprile flessibile. 


A seguire per operatività: 
@Mara Giacomazzi sei su cliente per conferma ordine, CRM, MAGO AVZ e logistica.
@Martina Cagalli per solleciti arrivo tessuto taglio e kit con @Isabella Delledonne
@Matteo Bonetti per acquisti solo stampa 
@Alessandro Ramponi e @Angelo Veltri per programmazione e produzione 
@Silvia Avesani hangtag singolo standard
@Franco Maestrello logistica come extra con ricarico. 

@Martina Liviero e @Vanessa Cento ogni eventuale di comunicazione come extra. 

Grazie a tutti per la collaborazione. 

Marco Penazzi
",1,1,,,Pipeline delle vendite,Chiusa/conseguita
433375927526,25_BPM Gruppo_borsoni new york,20800.0,2026-02-27,default,closedwon,,"Ciao a tutti, 
In allegato ACCORDO DI FORNITURA BANCO BPM _ QUID per 
400 BORSONI TRAVEL PREMIUM  con etichetta bandiera 
Per FINE FEBBRAIO, Tassativo. 
Importo totale 20.800 + Iva 
Accettano 3% 

A seguire per operatività: 
@Giulia Pasquali sei su cliente per chiudere con urgenza i TBD a livello di materiali, finiture metalliche e posizionamento,ento LABEL 
Quindi aggiustare scheda costi di riferimento per inserimento ordine. 
@Mara Giacomazzi sei in copia su cliente per CONFERMA ORDINE, LOGISTICA, CRM, MAGO, AVZ 
@Giulia Pasquali + @Vivian Okoh sblocco taglio e kit 
@Matteo Bonetti per acquisti 
@Alessandro Ramponi e @Angelo Veltri per programmazione e produzione
@Silvia Avesani pack a riempimento con CARD DI COLLABORAIZONE SINGOLO 
@Franco Maestrello spedizione come extra con ricarico in fattura. 
Destinazione: località di montagna TBD, in accordo con @Mara Giacomazzi.

Grazie a tutti per la collaborazione. 

Marco Penazzi
",1,1,,,Pipeline delle vendite,Chiusa/conseguita
433389937858,25_GUCCI_varie_campionatura,1498.0,2026-04-01,default,closedwon,,"Ciao a tutti, 
In allegato ACCORDO DI FORNITURA GUCCI QUID per 
3 BORSONI NEW YORK 
70 SHOPPER KERING SMALL 
40 BORSA MORA IN PELLE NERA 
NON accettano 3% 

Delivery Aprile 2026 open 
Importo totale 1500 euro + Iva 

A seguire per operatività:
@Mara Giacomazzi mandare veloce conferma ordine + CRM + AVZ, MAGO , PO in allegato, definire logistica
NB: sono tutti articoli già fatti con codici già fatti. 
@Valentina Barbagallo fatturare ANTICIPATO entro 2025 
@Giulia Pasquali + @Vivian Okoh sblocco taglio kit, comodo se con altri prodotti simili. 
@Matteo Bonetti non dovrebbero esserci acquisti 
@Alessandro Ramponi + @Angelo Veltri programmazione e produzione 
@Silvia Avesani hangtag solo su BORSONI E BORSE IN PELLE, tutto a riempimento colli. 
@Franco Maestrello logistica come extra in fattura con ricarico. 

Grazie a tutti per la collaborazione. 



Marco Penazzi
",1,1,,,Pipeline delle vendite,Chiusa/conseguita
436176757948,25_FISCHBACHER 1819_SHOPPER,11000.0,2026-04-06,default,1895821532,,,0.9,0.9,false,,Pipeline delle vendite,Preventivo/negoziazione
436346161383,26_Unifarco DOLOMIA_Sacchetto,110500.0,2026-11-03,default,1895821532,,,0.9,0.9,false,,Pipeline delle vendite,Preventivo/negoziazione
436403369161,25_AIDP_shopper,10000.0,2026-05-11,default,presentationscheduled,,,0.9,0.9,false,,Pipeline delle vendite,Presentazione pianificata
436559966398,26_GOLDEN POINT_fw26_beauty oct,45000.0,2026-10-05,default,1896036572,,,0.9,0.9,true,,Pipeline delle vendite,Sviluppo Campione
437155697910,26_INJOB_budget ART14,17115.0,2026-02-27,default,1895821532,,,0.9,0.9,,,Pipeline delle vendite,Preventivo/negoziazione
437328160963,26_FALCONERI_abiti,16100.0,2026-04-13,default,1895821532,,,0.9,0.9,,,Pipeline delle vendite,Preventivo/negoziazione
437768323273,26_KPMG_portaposate_mag,1440.0,2026-05-25,default,closedwon,,"Ciao a tutti, 
In allegato ACCORDO FORNITURA KPMG _ QUID per 
150 PORTAPOSATE 
Consegna 25 Maggio 2026 
Importo Totale 1440,00 + Iva 
Accettano 3% 

NB: @Manuele Zanoni+ @Anna Fiscale E’ un ordine sotto minimi, compromesso necessario, alto markup, non raccomando ulteriori produzioni di questo articolo per bassissima vendibilità. 

A seguire per operatività:
@Martina Cagalli rivedere scheda costi con dettagli da accordo: 
Tessuti in casa, no stampa ma etichetta flag, no etichetta compo e relative fasi. 
Quindi approvare materiali con cliente. 
 
@Mara Giacomazzi sei in copia su cliente per Conferma ordine CRM, MAGO AVZ 
@Martina Cagalli + @Vivian Okoh sbloccare  taglio e kit .
NB: integrare ordine etichette CASE UMBERTO KPMG 

@Matteo Bonettiper acquisti 
@Alessandro Ramponi e @Angelo Veltri per programmazione e produzione 
@Silvia Avesani pack multiplo con hagtag singolo standard 
@Franco Maestrello spese di spedizione con ricarico come extra in fattura. 
 
Grazie a tutti per la collaborazione, 


Marco Penazzi
",0.9,1,,,Pipeline delle vendite,Chiusa/conseguita
437768324319,26_Marella_astuccio umberto,1000.0,2026-04-13,default,presentationscheduled,,,0.9,0.9,,,Pipeline delle vendite,Presentazione pianificata
437768367312,25_PETTENON_shopper_mar26,4900.0,2026-06-08,default,closedwon,,"Inviato: giovedì 18 dicembre 2025 13:05

Ciao a tutti, 
n allegato ACCORDO DI FORNITURA PETTENON QUID per 
500 SHOPPER CON ETICHETTA 
Accettano 3% 
Importo Totale: 4.900,00 + Iva 
Delivery: Inizio Marzo 2026 tassativo 
 
A seguire per operatività:
@Giulia Pasquali terminare selezione tessuti con cliente per approvazione 
@Mara Giacomazzi sei in copia su cliente per CRM, AVZ , CONFERMA e MAGO , chiedere PO  
@Giulia Pasquali + @Vivian Okoh sblocco taglio e kit 
@Matteo Bonetti per acquisti 
@Alessandro Ramponi e @Angelo Veltri per programmazione e produzione 
@Silvia Avesani colli a riempimento, no pack. 
@Franco Maestrello spedizione come extra con ricarico in fattura a destinazione TBD. 
 
Grazie a tutti per la collaborazione. 
 
Marco Penazzi
",1,1,true,,Pipeline delle vendite,Chiusa/conseguita
437768729810,25_MONDE_camici porta chiavi_feb26,4800.0,2026-02-15,default,2036681954,,"Ciao a tutti , 
in allegato ACCORDO DI FORNITURA MONDE QUID per 
50 CAMICI WORWEAR (come BOTTEGA VENETA DI CUI ORDINE IN ARRIVO, ma senza TRIANGOLO) + 3% con ricamo taschino 
Delivery 30 Ottobre 2025 
150 PORTACHIAVI SISSI + 3% 
Per 15 FEBBRAIO 2025 

A seguire per operatività: 
@Alessandra Bertoldi le schede allegate SONO DA MODIFICARE revisionandole con i dettagli concordati:
CAMICI: NO TRIANGOLO BOTTEGA, SI RICAMO, SI TESSUTO ACQUSITO TEMA 
PORTACHIAVI: CAMBIO ZIP, TIRETTO E GANCIO FORNITI DA LORO, PACK SACCHETTO 

@Mara Giacomazzi sei in copia su cliente per conferma ordine e completare AVZ 
@Isabella Delledonne per sblocco taglio 
@Davide Spagnolo per acquisti 
@Alessandro Ramponi e @Angelo Veltri per pianificazione e PRODUZIONE 
@Silvia Avesani 
CAMICI: PACK SINGOLO CON TAGLIA IN VISTA 
PORTACHIAVI: PACK SINGOLO IN SACCHETTO QUID SHOPPER PICCOLO 

@Franco Maestrello spedizioni come extra con ricarico. 

Grazie a tutti per la collaborazione. 


Marco Penazzi
",1,1,true,,Pipeline delle vendite,Consegnato
437869930686,26_OTB_SHOPPER NATALE,45000.0,2026-10-05,default,1818386657,,,0.9,0.9,true,,Pipeline delle vendite,Lead/Coltivazione
437880796353,25_Gentili Mosconi_twilly FENDI_coda pdz25,5289.6,2026-06-30,default,closedwon,,,1,1,,,Pipeline delle vendite,Chiusa/conseguita
437880828131,25_COMUNE DI CAPRINO VR.SE_DIVISE,3380.0,2026-02-27,default,closedwon,,"Ciao a tutti, 
Per disguido con cliente ALLEGO RETTIFICA e NUOVO ACCORDO DI FORNITURA CHE SOSTITUISCE e ANNULLA IL PRECENDENTE: 
In allegato ACCORDO DI FORNITURA COMUNE CAPRINO VERONESE _ QUID per 
30 tshirt arancioni 
40 Polo grigie 
30 felpe arancioni 
Tutti i i prodotti sono stampati 
Consegna: fine Febbraio 2026, 
Anticipabile, se riusciamo. 
Importo totale 3380,00 euro + IVA 

NON accettano 3% 

A seguire per operatività: 
L’ordine sotto minimi ma commercializzato è approvato e richiesto da @Anna Fiscale PER RAGIONI STRATEGICHE. 

@Mara Giacomazzi sei in copia su cliente per conferma ordine e portali MEPA per inviare offerta e ricevere conferma ordine + CRM; MAGO ; AVZ 
@Alessandra Bertoldi + @Isabella Delledonne sollecitare scala taglie e sbloccare acquisti 
@Matteo Bonetti per acquisti prodotto finito e stampa 
@Alessandro Ramponi + @Angelo Veltri MI RACCOMANDO che il cambio etichette sia perfetto ! 
@Silvia Avesani hangtag quid e pack singolo con taglie bene in vista. 
@Franco Maestrello NON aggiungere spese di spedizione 

Grazie a tutti per la collaborazione. 




Marco Penazzi
",1,1,,,Pipeline delle vendite,Chiusa/conseguita
437881246952,26_Chimar_shopper_may,3600.0,2026-05-15,default,closedwon,newbusiness,"Ciao a tutti, 
In allegato ACCORDO DI FORNITURA CHIMAR QUID per 
500 SHOPPER FOUR STAMPATE 
Tessuti misti colorati 
Accettano 3% 
Importo Totale 3.600, 00 euro + Iva 
Delivery: 15 Maggio 2026 per evento 

A seguire per operatività: 
@Mara Giacomazzi sei su cliente per PO, conferma ordine, CRM, MAGO AVZ 
@Giulia Pasquali per definire tessuti misti colorati e rendering per approvazione stampa.
@Martina Liviero e @Vanessa Cento per call con cliente per concordare contenuti e grafica card di collaborazione 
@Alessandro Ramponi e @Angelo Veltri per programmazione e produzione 
@Silvia Avesani pack a riempimento colli con FLYER singolo inserito 
@Franco Maestrello spese come extra in fattura e ricarico. 

Grazie a tutti per la collaborazione 

Marco Penazzi
",1,1,,,Pipeline delle vendite,Chiusa/conseguita
437881330882,26_Air Dolomiti_borsone new york_may,64800.0,2026-05-20,default,closedwon,,"Ciao a tutti, 
In allegato ACCORDO DI FORNITURA AIRDOLOMITI SPA_ QUID per 
1300 BORSONI NEWYORK in ecopelle con PLACCHETTA METALLICA PEROSNALIZZATA 
Accettano 3% 
Consegna: fine Maggio 2026 
Importo Totale: 75.400,00 euro + Iva 

A seguire per operatività: 
@Mara Giacomazzi sei in copia su cliente per ogni dinamica di anagrafica e portali + PO cliente + conferma ordine, CRM, MAGO + AVZ 
@Giulia Pasquali + @Vivian Okoh per sblocco taglio e acquisti 
NB ( abbiamo sufficiente ECOPELLE VULCAFLEX ? ) 
@Matteo Bonetti per acquisti 
@Alessandro Ramponi e @Angelo Veltri per programmazione e produzione 
@Silvia Avesani pack singolo in POLYBAG Pet + BARCODE + SHOPPER IN CARTA A PARTE in colli a parte. 
@Franco Maestrello spedizioni come extra con ricarico in fattura da concordarsi in base a definitive con @Mara Giacomazzi

@Martina Liviero e @Vanessa Cento va agganciato il cliente insieme ad @Anna Fiscale per definizione contenuti e grafica FLYER di collaborazione. 

Grazie a tutti per la collaborazione. 

Marco Penazzi
",1,1,true,,Pipeline delle vendite,Chiusa/conseguita
437901241534,26_KERING_portachiavi,15000.0,2026-09-01,default,1895821532,,,0.9,0.9,false,,Pipeline delle vendite,Preventivo/negoziazione
437938175198,26_LUISS Guido Carli_per shop,20000.0,2026-05-11,default,presentationscheduled,,,0.9,0.9,false,,Pipeline delle vendite,Presentazione pianificata
438072478942,25_PETTENON Cosmetic_astuccio toby_mar,24000.0,2026-03-10,default,closedwon,,"Inviato: giovedì 18 dicembre 2025 12:23
Ciao a tutti, 
In allegato ERRATA CORRIGE per quanto in oggetto che passa da 800 a 1000 pezzi. 
Quindi a 24.000 euro. 

NB : il portachiavi non è ancora definitivo ma essendo accessorio al prodotto da cucire e fatto esternamente suggerisco di sbloccare la commessa senza questo dettaglio. 

Grazie 

Marco Penazzi


Oggetto: ACCORDO FORNITURA PETTENON _ QUID ASTUCCIO PELLE TOBY, MARZO 2026
Ciao a tutti, 
In allegato ACCORDO DI FORNITURA PETTENON QUID per 
800 ASTUCCI TOBY in pelle e fodere miste con etichetta e charm 
Consegna inizio Marzo 2026, flessibile max 10-15 marzo 
Importo Totale:  19.200,00 + Iva 
Accettano 3% 

A seguire per operatività:
@Giulia Pasquali far confermare a cliente materiali 
@Mara Giacomazzi per conferma ordine , CRM; MAGO ; AVZ 
@Giulia Pasquali + @Vivian Okoh sblocco taglio e kit 
@Matteo Bonetti per acquisti 
@Alessandro Ramponi e @Angelo Veltri per programmazione e produzione 
@Silvia Avesani pack singolo con BARCODE singolo e colli a riempimento 
@Franco Maestrello spedizioni come extra e ricarico in fattura, 

Grazie a tutti per la collaborazione. 
Marco Penazzi
",1,1,true,,Pipeline delle vendite,Chiusa/conseguita
438072493285,26_VERALLIA_budget,42000.0,2026-11-02,default,1818386657,,,0.9,0.9,true,,Pipeline delle vendite,Lead/Coltivazione
438787179756,26_SORMA_Natale,35000.0,2026-10-12,default,1818386657,,,0.9,0.9,,,Pipeline delle vendite,Lead/Coltivazione
440309498071,25_OTB_shopper its,5990.4,2026-03-05,default,closedwon,,"Ciao a tutti, 
In riferimento all’ordine APPROSSIMATIVO di cui sotto di cui chiesta la relativa fatturazione, mandiamo ora l’ACCORDO di FORNITURA REALE OTB_ QUID da gestire in produzione per: 
312 SHOPPER CARMI 
Importo totale 5990,00 +Iva 
Accettano 3% 
Consegna tassativa  5 Marzo 2026 

A seguire per operatività: 
@Mara Giacomazzi capire come trasformare il precedente ordine APPROSSIMATIVO in QUESTO, + CRM MAGO AVZ 
@Giulia Pasquali + @Vivian Okoh per arrivi tessuti, sblocco taglio e kit 
@Matteo Bonetti per acquisti 
@Alessandro Ramponi e @Angelo Veltri per programmazione e produzione 
@Silvia Avesani pack a riempimento colli 
@Franco Maestrello concordare con @Mara Giacomazzi e @Giorgia Magnabosco i costi di logistica da segnalare al cliente prima di spedire. 

Grazie a tutti per la collaborazione. 

Marco Penazzi
",1,1,true,,Pipeline delle vendite,Chiusa/conseguita
442980866295,26_PETTENON Cosmetic_BEAUTY,45000.0,2026-04-15,default,closedwon,,"Buongiorno a Tutti, 
Abbiamo definito DIBA e NUOVO PRODOTTO + semplice + ACCORDO in allegato. 
NB: è il medesimo che va su ECOMMERCE se volete accorpare le produzioni. 
Operatività sbloccabile. 

Ho messo una settimana in più di buffer e vi chiederei comunque di fare il possibile.
Buon lavoro, 
Grazie 


Ciao a tutti, 
In allegato e per come concordato ACCORDO DI FORNITURA PETTENON QUID per 
3000 BEAUTY IBIS 
Delivery: 1000 pz per fine febbraio + 2000 pezzi per 15 aprile 2026 
Importo totale fornitura: 45.000 euro + Iva 
Accettano 3% 

A seguire per operatività:
@Giulia Pasquali + @Vivian Okoh mercoledi mattina alle 10.00 viene cliente per definire e chiudere il progetto, avete mail a parte per preparare l’incontro. 
@Giulia Pasquali aggiustare di conseguenza scheda prodotto e costi quindi arrivi tessuti, taglio e kit per fine gennaio tassativo. 
@Matteo Bonetti per acquisti 
@Alessandro Ramponi e @Angelo Veltri per programmazione e produzione.
@Silvia Avesani pack singolo con barcode  + hangtag collaborazione + colli a riempimento con barcode. 
@Franco Maestrello spedizioni come extra e ricarico in fattura. 

Grazie a tutti per la collaborazione. 

Marco Penazzi
",1,1,true,,Pipeline delle vendite,Chiusa/conseguita
443884635364,26_Pakelo_regali di NATALE,13700.0,2026-08-31,default,1818386657,,,0.5,0.5,false,,Pipeline delle vendite,Lead/Coltivazione
450739234037,26_ACTIONAID,5000.0,2026-12-31,default,1818386657,,,0.5,0.5,false,,Pipeline delle vendite,Lead/Coltivazione
451734461632,26_RANA_felpa parizù_apr,15900.0,2026-04-30,default,closedwon,,"Ciao a tutti, 
In allegato ACCORDO DI FORNITURA RANA_QUID  per 
300 felpe con stampa 
Importo Totale: 15.900 euro + Iva 
Accettano 3% 
Consegna Fine Aprile 2026. 
Flessibile se segnalato per tempo e/o necessario.  

A seguire per operatività: 
@Mara Giacomazzi sei in copia su cliente per Conferma Po, CRM, MAGO, + chiede taglie split 
@Alessandra Bertoldi raccordarsi con cliente, vista la mancata soddisfazione delle ultime divise, per mostrare campioni o solo prove di stampa. 
@Alessandra Bertoldi + @Isabella Delledonne sblocco taglio e kit 
@Matteo Bonetti per acquisti. 
@Alessandro Ramponi + @Angelo Veltri per programmazione e produzione 
@Silvia Avesani pack singolo suddiviso per taglia con taglia bene in vista, colli suddivisi per taglia. 
@Franco Maestrello spedizione da accordarsi con @Mara Giacomazzi, se spediamo, accreditare in fattura con ricarico 
Marco Penazzi

 
 
",1,1,true,,Pipeline delle vendite,Chiusa/conseguita
452983083249,26_AIRC_FESTA DELLA MAMMA,5000.0,2026-04-10,default,1895821532,,,0.5,0.5,false,,Pipeline delle vendite,Preventivo/negoziazione
453666814176,26_PETTENON Cosmetic_BORSA YOGA_riordino,13800.0,2026-04-15,default,closedwon,,"Ciao a tutti, 
In allegato RI ASSORTIMENTO PETTENON QUID_ BORSA YOGA per 
600 BORSE YOGA ALTEREGO
Accettano 3%
Importo totale 13.800,00 euro +Iva

Per operatività, medesima di accordo già consegnato su Dicembre: 

@Mara Giacomazzi chiedere PO, CRM MAGO; AVZ + destinazione merce logistica 
@Giulia Pasquali  + @Vivian Okoh sblocco taglio + kit
@Matteo Bonetti per acquisti
@Alessandro Ramponi e @Angelo Veltri per programmazione e produzione.
@Silvia Avesani hangtag standard singolo + polybag singola con etichetta barcode a chiusura.
@Franco Maestrello spedizioni come extra in fatturazione con ricarico.


Grazie a tutti per la collaborazione. 

Marco Penazzi
",1,1,true,,Pipeline delle vendite,Chiusa/conseguita
453707189462,26_EBARA_portachiavi,1824.0,2026-02-20,default,closedwon,,"Ciao a tutti, 
In allegato ACCORDO DI FORNITURA EBARA PUMPS QUID per 
152 portachiavi FESTA DONNA in forme miste
Consegna 20 Febbraio 2026 
Importo totale 1824,00 + Iva 

NB. Questo accordo è PARTE e da prelevarsi da ACCORDO IN ARRIVO DI CONTINUATIVI DEFINITI PER FESTA DELLA DONNA in riferimento a @Mara Giacomazzi e @Martina Cagalli

Raccordarsi con @Manuele Zanoni per definirne operatività di prelievo da ACCORDO COMPLESSIVO 
@Mara Giacomazzi per conferma ordine CRM; MAGO ;AVZ 
@Martina Cagalli per lancio produzione e kit per assemblaggio 
@Matteo Bonetti per acquisti 
@Alessandro Ramponi e @Angelo Veltri per programmazione e produzione 
@Silvia Avesani pack singolo in polybag + pacco di 150 CARD a parte. Si fanno poi loro i loro pacchettini. 
@Franco Maestrello spedizione come extra con ricarico. 

Grazie per la collaborazione. 
Marco Penazzi

 
",1,1,false,,Pipeline delle vendite,Chiusa/conseguita
453938343159,26_Vivienne Westwood _ prodotti vari,20000.0,2026-10-31,default,1896036572,,,0.5,0.5,false,,Pipeline delle vendite,Sviluppo Campione
454387898573,26_BRIONI_tende,372.0,2026-03-30,default,2036681954,,"Ciao a tutti, 
In allegato ACCORDO DI FORNITURA BRIONI QUID per
40 TENDE 
Importo totale 480euro + Iva 
Consegna Fine Febbraio-Marzo 

A seguire per operatività: 
@Mara Giacomazzi per conferma ordine CRM;MAGO, AVZ 
@Alessandra Bertoldi + @Isabella Delledonne sbloccare il tagliato già pronto e fornito da cliente per produzione in campionario. 
@Alessandro Ramponi e @Angelo Veltri per produzione e programmazione 
@Silvia Avesani pack a riempimento colli 
@Franco Maestrello spedizioni come extra da aggiungere in fattura. 
Grazie a tutti per la collaborazione. 
Marco Penazzi

 
 
",1,1,false,,Pipeline delle vendite,Consegnato
455206634702,26_Move Viaggi INTERGEA_beauty,8000.0,2026-06-08,default,appointmentscheduled,,,0.9,0.9,false,,Pipeline delle vendite,Appuntamento pianificato
455206657219,26_DOLCE&GABBANA_BABY,28678.16,2026-03-30,default,closedwon,,,1,1,false,,Pipeline delle vendite,Chiusa/conseguita
455558118598,26_Publicis Groupe ,1000.0,2026-10-05,default,1818386657,,,0.3,0.3,false,,Pipeline delle vendite,Lead/Coltivazione
455558138070,26_Christian DIOR _camicie apr_riordino,6750.0,2026-03-13,default,closedwon,,,1,1,false,,Pipeline delle vendite,Chiusa/conseguita
455558143193,25_INJOB _BORSA ABIGAIL PORTAPC,6885.0,2026-02-13,default,closedwon,,,1,1,true,,Pipeline delle vendite,Chiusa/conseguita
457807251674,26_RITTAL RCS_,65000.0,2026-07-06,default,1818386657,,,0.3,0.3,true,,Pipeline delle vendite,Lead/Coltivazione
457808227559,26_Marsilio Arte_prodotti vari,10000.0,2026-05-29,default,1896036572,,,0.8,0.8,false,,Pipeline delle vendite,Sviluppo Campione
457808695508,26_Zanardi Fonderie_BUDGETART14,27000.0,2026-12-31,default,1818386657,,,0.9,0.9,true,,Pipeline delle vendite,Lead/Coltivazione
458620349639,UP26_Marsilio Arte_upcycling shopper invendute,2000.0,2026-03-09,default,1896036572,,fare delle proposte di UPCYCLING su borse leftover cliente,0.9,0.9,false,,Pipeline delle vendite,Sviluppo Campione
459210753221,26_Marsilio Arte_upcycling borse invendute,2000.0,2026-03-09,default,1896036572,,,0.5,0.5,false,,Pipeline delle vendite,Sviluppo Campione
459211518169,UP26_Levoni_grembiuli,9000.0,2026-02-13,1811568848,2484351186,,,,0.200000000000000011102230246251565404236316680908203125,,,Ufficio Prodotto,SCHEDA COSTI
459376549051,26_Cardioline_ZAINI,12000.0,2026-04-30,default,presentationscheduled,,,0.9,0.9,false,,Pipeline delle vendite,Presentazione pianificata
459497402585,26C_DOLCE&GABBANA - T-SHIRT UOMO,60359.5,2026-03-30,default,closedwon,,,1,1,true,,Pipeline delle vendite,Chiusa/conseguita
459762731208,26_DAVINES_GREMBIULI,31250.0,2026-04-15,default,closedwon,,,1,1,false,,Pipeline delle vendite,Chiusa/conseguita
459883878606,26_PEDROLLO Spa_portachiavi festa donna,1575.0,2026-03-02,default,closedwon,,,1,1,false,,Pipeline delle vendite,Chiusa/conseguita
460656310509,26_CALZEDONIA_SCRUNCHIES integrazione_riordino,58027.55,2026-04-30,default,closedwon,,,1,1,true,,Pipeline delle vendite,Chiusa/conseguita
461107166398,25_ZUCCATO HC_coda non consegnato,11550.0,2026-02-16,default,closedwon,,,1,1,true,,Pipeline delle vendite,Chiusa/conseguita
461172857055,25_VOLKSWAGENgroup ZAINI_FEB,2500.0,2026-02-27,default,closedwon,,"Ciao a tutti, 
In allegato ACCORDO DI FORNITURA VOLKSWAGEN GROUP_ QUID per 
20-22 pz ZAINO DERECK VW con tessuti del cliente e Ricamo 
Consegna Fine FEBB 2026 
Importo Totale 2500 euro.
 
NB: il progetto è da considerarsi MARKETING e approvato da DIREZIONE e PRODUZIONE. 
Il modello è standard e accorpabile ad altri batch di produzione dello stesso articolo. 
E’ previsto un bel progetto di comunicazione a latere che confidiamo apra porte in Europa. 
 
A seguire per operatività: 
@Mara Giacomazzi sei in copia su cliente per CONFRMA ORDINE, CRM, AVZ e MAGO
NB: @Valentina Barbagallo la fattura deve essere emessa SUBITO, alla conferma ordine ed entro questo DICEMBRE, NO GENNAIO. 
@Martina Cagalli + @Isabella Delledonne sbloccare taglio e kit 
@Matteo Bonetti per eventuali acquisti ( spallacci e ganci, mi auguro ce ne siano di avanzati in casa ) 
@Alessandro Ramponi e @Angelo Veltri per programmazione e produzione 
@Silvia Avesani pack a riempimento colli + CARD DI COLLABORAZIONE fornito da @Martina Liviero + @Vanessa Cento.
@Franco Maestrello NON ADDEBITARE COSTI DI LOGISTICA, 
Se i pezzi sono di più… non possiamo fatturare + di 2500 euro. ( facciamo omaggio) 
Se i pezzi sono di meno ( alzeremo il prezzo unitario per arrivare a 2500 euro SPACCATI. 
Sentiamoci quando saranno pronti. 
 
Grazie a tutti per la collaborazione.
 
Marco Penazzi
",0.3,1,false,,Pipeline delle vendite,Chiusa/conseguita
461232339130,25_CALZEDONIA marchio TEZENIS_SCHRUNCIES26,801960.0,2026-03-31,default,closedwon,,,1,1,true,,Pipeline delle vendite,Chiusa/conseguita
